shipment_id,origin_district,destination_district,origin_terrain,destination_terrain,distance_km,shipping_mode,shipment_volume_units,inventory_level_units,demand_units,warehouse_processing_days,weather_delay,traffic_delay,road_condition,carrier_rating,scheduled_delivery_days,actual_delivery_days,transportation_cost_inr,late_delivery
UKL10001,Almora,Rudraprayag,Mid-Hill,High-Hill,-0.8675280196899574,Standard,-1.1643449772487167,-1.2867537803907625,-0.46670924983010964,-0.8605782171194813,0,0,Good,-2.210471521291322,0.7474310986120957,0.05172846286224445,-1.3962576109482712,1
UKL10002,Pauri Garhwal,Tehri Garhwal,Mid-Hill,Mid-Hill,0.04417992866136544,First Class,-1.1643449772487167,0.21411661984795335,-1.545875389305881,-0.1334786933451821,0,0,Poor,0.8287272302466839,-0.9839122283269446,-1.033837131611424,0.5023077066750086,1
UKL10003,Pithoragarh,Bageshwar,High-Hill,Mid-Hill,2.8065189363526892,Second Class,-1.1643449772487167,0.7673075226549718,1.5758326708085812,-0.4970284552323317,0,1,Good,0.645918282785751,0.03452502281366723,-0.024008671635918345,-0.3811040316843972,1
UKL10004,Pauri Garhwal,Almora,Mid-Hill,Mid-Hill,0.43588387662040945,First Class,-0.004638824610552831,-1.8898225514836602,0.5476142889904645,-0.8046474845214583,0,0,Moderate,-0.7708510600364774,-0.9839122283269446,-1.3704466182699258,0.9414471763565719,1
UKL10005,Chamoli,Champawat,High-Hill,Mid-Hill,0.7702415890221743,Second Class,-0.004638824610552831,1.3386358321114016,0.10761092740163083,-0.18940942594320515,0,0,Poor,0.04036364432141231,0.03452502281366723,1.0110654998389745,0.8050206379554998,1
UKL10006,Chamoli,Haridwar,High-Hill,Plain/Lower Hill,0.31438761484651245,Second Class,1.5416360455736655,1.3114297221372855,0.20950644271693983,0.7054822956251633,0,1,Moderate,-0.45093540197984494,0.03452502281366723,0.8848369423420367,0.5704191346256176,1
UKL10007,Uttarkashi,Pauri Garhwal,High-Hill,Mid-Hill,0.24732167834732155,First Class,-0.7777762597026621,-0.08968494152967196,0.4596136166726982,0.6775169293261518,0,0,Good,0.7144716380836014,-0.9839122283269446,-1.1853114006077496,0.29076306232840715,1
UKL10008,Nainital,Uttarkashi,Mid-Hill,High-Hill,2.082401216180262,Same Day,0.3819298929355018,-2.053059211328354,1.4183577835031045,1.6003740171935312,1,1,Moderate,-0.47378652041246105,-2.6134118301519234,-0.8907780997815609,2.7297082361848366,1
UKL10009,Rudraprayag,Champawat,High-Hill,Mid-Hill,-0.8373969467700311,Standard,1.92820476311972,-0.9920209223378426,1.645306885796292,1.2088588890073704,1,0,Good,0.5316626906226686,0.7474310986120957,0.9858197883395874,-0.23591914578967577,1
UKL10010,Rudraprayag,Pauri Garhwal,High-Hill,Mid-Hill,0.443659637373939,Standard,-0.7777762597026621,0.4499029062902888,-0.44818279250005355,0.5656554641301057,0,1,Moderate,-0.9993622443626424,0.7474310986120957,1.2887683263322385,0.28343049233372447,1
UKL10011,Almora,Haridwar,Mid-Hill,Plain/Lower Hill,1.023925783606071,Second Class,-0.7777762597026621,1.8782236799313625,0.8810905209314754,-0.04958259444814747,0,0,Moderate,1.4457074279273328,0.03452502281366723,0.2284484433579579,1.141341181711621,1
UKL10012,Dehradun,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,-0.10939134622083992,Same Day,2.314773480665775,0.12342958660090106,1.385936483175506,0.3139671674390018,0,0,Good,-2.667493889943653,-2.6134118301519234,-2.7252998020703956,1.5096398779445543,1
UKL10013,Haridwar,Udham Singh Nagar,Plain/Lower Hill,Plain/Lower Hill,-1.4312706743208394,Second Class,-1.1643449772487167,0.1506356965750165,1.2516196675325986,2.0198545116787043,0,0,Moderate,-1.1136178365257259,0.03452502281366723,0.4135836610201337,-0.8019528128792238,1
UKL10014,Dehradun,Bageshwar,Plain/Lower Hill,Mid-Hill,-1.4361305247917955,First Class,1.5416360455736655,0.44536855462793645,0.3021387293672206,0.006348138149875597,0,0,Moderate,1.285749598899016,-0.9839122283269446,-0.21755912646455727,-0.516634367086119,1
UKL10015,Udham Singh Nagar,Champawat,Plain/Lower Hill,Mid-Hill,-0.688685522358781,Second Class,1.155067328027611,0.8353227975902611,0.09371608440408885,0.45379399893405953,0,0,Good,0.5773649274879008,0.03452502281366723,0.06014370002870682,-0.27506692226128876,1
UKL10016,Bageshwar,Uttarkashi,Mid-Hill,High-Hill,1.530322202679674,Same Day,0.3819298929355018,-0.9013338890907903,1.5573062134785256,-0.944474316016516,0,0,Good,1.7199208491187299,-2.6134118301519234,-1.9510979827558415,2.371257588819763,1
UKL10017,Dehradun,Nainital,Plain/Lower Hill,Mid-Hill,-0.16187773130716376,Standard,-0.004638824610552831,-0.13049410649084575,-1.4949276316482265,0.006348138149875597,0,0,Moderate,0.2803003878638854,0.7474310986120957,0.4640750840189094,-0.4083160136646646,1
UKL10018,Udham Singh Nagar,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,-0.8957151524215016,First Class,0.7684986104815564,2.109475614711346,0.66803626163583,1.404616453100451,0,0,Poor,0.5773649274879008,-0.9839122283269446,-1.1095742661095869,0.16411328392024507,1
UKL10019,Udham Singh Nagar,Pauri Garhwal,Plain/Lower Hill,Mid-Hill,0.26287319985438,Same Day,-0.004638824610552831,1.2207426888902333,1.2516196675325986,-0.8046474845214583,0,0,Good,0.8515783486793,-2.6134118301519234,-2.388690315411894,0.9850352313249647,1
UKL10020,Almora,Rudraprayag,Mid-Hill,High-Hill,-1.7005063904117952,First Class,-0.3912075421566074,0.34107846639382644,-2.3147233685032114,-0.5529591878303548,0,0,Moderate,0.5088115721900525,-0.9839122283269446,-2.2119703349161806,-1.391776595951521,0
UKL10021,Uttarkashi,Bageshwar,High-Hill,Mid-Hill,0.20358302410871865,Second Class,0.7684986104815564,-2.057593562990707,0.8116163059437649,0.3139671674390018,0,0,Good,1.8570275597144306,0.03452502281366723,-0.15023722913285684,-0.15289815884987787,1
UKL10022,Champawat,Almora,Mid-Hill,Mid-Hill,-1.3661486780100305,Standard,2.314773480665775,-0.1758376231143719,-1.309663058347665,0.2021057022429557,0,0,Good,-0.03961527019274606,0.7474310986120957,0.2789398663567336,-0.9232661097912553,1
UKL10023,Nainital,Udham Singh Nagar,Mid-Hill,Plain/Lower Hill,0.22593833627511578,Standard,1.5416360455736655,0.517918181225578,-0.3092343625246324,0.006348138149875597,0,1,Poor,1.514260783225181,0.7474310986120957,1.5917168643248905,0.6386935085761092,1
UKL10024,Dehradun,Almora,Plain/Lower Hill,Mid-Hill,-0.982220490804516,Standard,2.314773480665775,-0.48417353615434955,-0.4389195638350257,0.6495515630271402,0,0,Good,-1.319277902419275,0.7474310986120957,1.2214464290005382,-0.7733150533999902,1
UKL10025,Almora,Haridwar,Mid-Hill,Plain/Lower Hill,0.11221783525474777,Standard,0.3819298929355018,-0.11689105150378803,-0.9067126114189433,-0.10551332704617054,0,0,Good,-1.8905558632346895,0.7474310986120957,0.03489798852931972,-0.25021765727930734,1
UKL10026,Haridwar,Almora,Plain/Lower Hill,Mid-Hill,-0.8665560495957664,Second Class,0.3819298929355018,1.642437393489027,-2.0414581228848827,-0.18940942594320515,0,1,Good,1.034387296140233,0.03452502281366723,0.0769741743616323,-0.708421808947047,1
UKL10027,Champawat,Rudraprayag,Mid-Hill,High-Hill,0.4747626803880565,Standard,-1.1643449772487167,0.35014716971853177,0.5615091319880072,0.006348138149875597,0,0,Moderate,0.7144716380836014,0.7474310986120957,0.7081169618463233,2.7297082361848366,1
UKL10028,Udham Singh Nagar,Uttarkashi,Plain/Lower Hill,High-Hill,0.38048158125151255,Standard,-0.3912075421566074,-0.15316586480260883,0.9459331215866723,-0.18940942594320515,0,0,Moderate,-1.319277902419275,0.7474310986120957,0.6239645901816974,0.07779264048284008,1
UKL10029,Dehradun,Pithoragarh,Plain/Lower Hill,High-Hill,-0.30281339496488424,Same Day,-1.9374824123408259,1.2479487988643494,-0.6380789801331292,0.45379399893405953,0,0,Moderate,-0.15387086235582859,-2.6134118301519234,-1.6144884960973398,0.8018431909578041,1
UKL10030,Champawat,Dehradun,Mid-Hill,Plain/Lower Hill,-2.0163966710239274,Standard,1.155067328027611,-0.09421929319202496,-0.7816590244410645,-0.5249938215313432,0,1,Good,-1.136468954958342,0.7474310986120957,1.2719378519993139,-1.8128697961461706,1
UKL10031,Chamoli,Uttarkashi,High-Hill,High-Hill,-0.061764811605472515,First Class,-1.1643449772487167,2.1502847796725195,0.5707723606530347,-0.2453401585412282,1,0,Moderate,-0.1995730992210628,-0.9839122283269446,-0.7308885936187721,0.27622013183895305,1
UKL10032,Nainital,Bageshwar,Mid-Hill,Mid-Hill,-1.3642047378216484,First Class,-0.004638824610552831,1.6106969318525586,-1.43008503099303,2.6910233028549806,1,0,Good,-1.0222133627952597,-0.9839122283269446,0.14429607169333272,-0.8357641078547062,1
UKL10033,Udham Singh Nagar,Nainital,Plain/Lower Hill,Mid-Hill,-1.8297784129392216,Second Class,-0.3912075421566074,1.0620403807078918,0.348454872692361,-1.280058711604654,0,0,Moderate,-1.8905558632346895,0.03452502281366723,-0.37744863262734524,-1.6177419612876647,1
UKL10034,Tehri Garhwal,Dehradun,Mid-Hill,Plain/Lower Hill,0.7216430843126156,Same Day,-1.1643449772487167,0.22318532317265807,1.038565408236953,-2.3986733635651145,0,0,Moderate,0.6916205196509853,-2.6134118301519234,-2.977756917064272,1.1623204791964086,1
